Cultivation,Block,Plot,Quadrat,Species,Count
march,a,3,Q6,Crepis capillaris,NA
march,a,3,Q6,Crepis paludos,NA
march,a,3,Q6,Elytrigia repens,NA
march,a,3,Q6,Epilobium ciliatum,NA
march,a,3,Q6,Erodium cicutarium,NA
march,a,3,Q6,Fallopia convolvulus,NA
march,a,3,Q6,Festuca rubra,NA
march,a,3,Q6,Geranium molle,NA
march,a,3,Q6,Holcus mollis,NA
march,a,3,Q6,Hypochaeris radicata,NA
march,a,3,Q6,Lactuca serriola,NA
march,a,3,Q6,Medicago lupulina,3
march,a,3,Q6,Myosotis arvensis,NA
march,a,3,Q6,Plantago lanceolata,1
march,a,3,Q6,Polpaver dubium,NA
march,a,3,Q6,Raphanus raphanistrum,NA
march,a,3,Q6,Rumex acetosella,NA
march,a,3,Q6,Rumex crispus,NA
march,a,3,Q6,Rumex obtusifolia,3
march,a,3,Q6,Semecio jacobaea,NA
march,a,3,Q6,Sonchus asper,NA
march,a,3,Q6,Spergula arvensis,NA
march,a,3,Q6,Stellaria graminea,NA
march,a,3,Q6,Taraxacum officinale,NA
march,a,3,Q6,Tripleurospermum inodorum,NA
march,a,3,Q6,Veronica arvensis,NA
march,a,3,Q6,Veronica persica,NA
march,a,3,Q6,Viola arvensis,NA
march,a,3,Q6,Vulpia myuros,NA
may,b,4,Q1,Achillea millefolium,NA
may,b,4,Q1,Agrostis gigantea,68
may,b,4,Q1,Anagallis arvensis,NA
may,b,4,Q1,Anchusa arvensis,NA
may,b,4,Q1,Anisantha sterilis,62
may,b,4,Q1,Aphanes australis,NA
may,b,4,Q1,Artemesia vulgaris,NA
may,b,4,Q1,Bromus hordaceus,NA
may,b,4,Q1,Cerastium glomeratun,NA
may,b,4,Q1,Chenopodium album,3
may,b,4,Q1,Cirsium arvense,NA
may,b,4,Q1,Conyza canadensis,NA
may,b,4,Q1,Crepis capillaris,1
may,b,4,Q1,Crepis paludos,NA
may,b,4,Q1,Elytrigia repens,9
may,b,4,Q1,Epilobium ciliatum,NA
may,b,4,Q1,Erodium cicutarium,NA
may,b,4,Q1,Fallopia convolvulus,NA
may,b,4,Q1,Festuca rubra,NA
may,b,4,Q1,Geranium molle,3
may,b,4,Q1,Holcus mollis,NA
may,b,4,Q1,Hypochaeris radicata,NA
may,b,4,Q1,Lactuca serriola,NA
may,b,4,Q1,Medicago lupulina,NA
may,b,4,Q1,Myosotis arvensis,NA
may,b,4,Q1,Plantago lanceolata,NA
may,b,4,Q1,Polpaver dubium,NA
may,b,4,Q1,Raphanus raphanistrum,NA
may,b,4,Q1,Rumex acetosella,NA
may,b,4,Q1,Rumex crispus,NA
may,b,4,Q1,Rumex obtusifolia,NA
may,b,4,Q1,Semecio jacobaea,NA
may,b,4,Q1,Sonchus asper,3
may,b,4,Q1,Spergula arvensis,4
may,b,4,Q1,Stellaria graminea,NA
may,b,4,Q1,Taraxacum officinale,NA
may,b,4,Q1,Tripleurospermum inodorum,NA
may,b,4,Q1,Veronica arvensis,NA
may,b,4,Q1,Veronica persica,4
may,b,4,Q1,Viola arvensis,NA
may,b,4,Q1,Vulpia myuros,NA
may,b,4,Q2,Achillea millefolium,NA
may,b,4,Q2,Agrostis gigantea,57
may,b,4,Q2,Anagallis arvensis,1
may,b,4,Q2,Anchusa arvensis,3
may,b,4,Q2,Anisantha sterilis,48
may,b,4,Q2,Aphanes australis,NA
may,b,4,Q2,Artemesia vulgaris,1
may,b,4,Q2,Bromus hordaceus,NA
may,b,4,Q2,Cerastium glomeratun,NA
may,b,4,Q2,Chenopodium album,NA
may,b,4,Q2,Cirsium arvense,NA
may,b,4,Q2,Conyza canadensis,NA
may,b,4,Q2,Crepis capillaris,NA
may,b,4,Q2,Crepis paludos,NA
may,b,4,Q2,Elytrigia repens,5
may,b,4,Q2,Epilobium ciliatum,NA
may,b,4,Q2,Erodium cicutarium,8
may,b,4,Q2,Fallopia convolvulus,2
may,b,4,Q2,Festuca rubra,NA
may,b,4,Q2,Geranium molle,NA
may,b,4,Q2,Holcus mollis,1
may,b,4,Q2,Hypochaeris radicata,NA
may,b,4,Q2,Lactuca serriola,NA
may,b,4,Q2,Medicago lupulina,NA
may,b,4,Q2,Myosotis arvensis,NA
may,b,4,Q2,Plantago lanceolata,NA
may,b,4,Q2,Polpaver dubium,NA
may,b,4,Q2,Raphanus raphanistrum,NA
may,b,4,Q2,Rumex acetosella,NA
may,b,4,Q2,Rumex crispus,NA
may,b,4,Q2,Rumex obtusifolia,NA
may,b,4,Q2,Semecio jacobaea,NA
may,b,4,Q2,Sonchus asper,2
may,b,4,Q2,Spergula arvensis,10
may,b,4,Q2,Stellaria graminea,NA
may,b,4,Q2,Taraxacum officinale,NA
may,b,4,Q2,Tripleurospermum inodorum,NA
may,b,4,Q2,Veronica arvensis,NA
may,b,4,Q2,Veronica persica,2
may,b,4,Q2,Viola arvensis,NA
may,b,4,Q2,Vulpia myuros,NA
may,b,4,Q3,Achillea millefolium,NA
may,b,4,Q3,Agrostis gigantea,83
may,b,4,Q3,Anagallis arvensis,NA
may,b,4,Q3,Anchusa arvensis,2
may,b,4,Q3,Anisantha sterilis,78
may,b,4,Q3,Aphanes australis,NA
may,b,4,Q3,Artemesia vulgaris,NA
may,b,4,Q3,Bromus hordaceus,NA
may,b,4,Q3,Cerastium glomeratun,NA
may,b,4,Q3,Chenopodium album,NA
may,b,4,Q3,Cirsium arvense,NA
may,b,4,Q3,Conyza canadensis,NA
may,b,4,Q3,Crepis capillaris,NA
may,b,4,Q3,Crepis paludos,NA
may,b,4,Q3,Elytrigia repens,9
may,b,4,Q3,Epilobium ciliatum,NA
may,b,4,Q3,Erodium cicutarium,4
may,b,4,Q3,Fallopia convolvulus,NA
may,b,4,Q3,Festuca rubra,NA
may,b,4,Q3,Geranium molle,NA
may,b,4,Q3,Holcus mollis,NA
may,b,4,Q3,Hypochaeris radicata,NA
may,b,4,Q3,Lactuca serriola,NA
may,b,4,Q3,Medicago lupulina,NA
may,b,4,Q3,Myosotis arvensis,NA
may,b,4,Q3,Plantago lanceolata,NA
may,b,4,Q3,Polpaver dubium,NA
may,b,4,Q3,Raphanus raphanistrum,NA
may,b,4,Q3,Rumex acetosella,NA
may,b,4,Q3,Rumex crispus,NA
may,b,4,Q3,Rumex obtusifolia,NA
may,b,4,Q3,Semecio jacobaea,NA
may,b,4,Q3,Sonchus asper,5
may,b,4,Q3,Spergula arvensis,4
may,b,4,Q3,Stellaria graminea,NA
may,b,4,Q3,Taraxacum officinale,1
may,b,4,Q3,Tripleurospermum inodorum,NA
may,b,4,Q3,Veronica arvensis,NA
may,b,4,Q3,Veronica persica,3
may,b,4,Q3,Viola arvensis,NA
may,b,4,Q3,Vulpia myuros,NA
may,b,4,Q4,Achillea millefolium,NA
may,b,4,Q4,Agrostis gigantea,88
may,b,4,Q4,Anagallis arvensis,2
may,b,4,Q4,Anchusa arvensis,NA
may,b,4,Q4,Anisantha sterilis,12
may,b,4,Q4,Aphanes australis,NA
may,b,4,Q4,Artemesia vulgaris,2
may,b,4,Q4,Bromus hordaceus,NA
may,b,4,Q4,Cerastium glomeratun,NA
may,b,4,Q4,Chenopodium album,NA
may,b,4,Q4,Cirsium arvense,NA
may,b,4,Q4,Conyza canadensis,NA
may,b,4,Q4,Crepis capillaris,NA
may,b,4,Q4,Crepis paludos,NA
may,b,4,Q4,Elytrigia repens,8
may,b,4,Q4,Epilobium ciliatum,NA
may,b,4,Q4,Erodium cicutarium,3
may,b,4,Q4,Fallopia convolvulus,1
may,b,4,Q4,Festuca rubra,NA
may,b,4,Q4,Geranium molle,2
may,b,4,Q4,Holcus mollis,1
may,b,4,Q4,Hypochaeris radicata,NA
may,b,4,Q4,Lactuca serriola,NA
may,b,4,Q4,Medicago lupulina,NA
may,b,4,Q4,Myosotis arvensis,NA
may,b,4,Q4,Plantago lanceolata,NA
may,b,4,Q4,Polpaver dubium,NA
may,b,4,Q4,Raphanus raphanistrum,NA
may,b,4,Q4,Rumex acetosella,2
may,b,4,Q4,Rumex crispus,NA
may,b,4,Q4,Rumex obtusifolia,NA
may,b,4,Q4,Semecio jacobaea,NA
may,b,4,Q4,Sonchus asper,1
may,b,4,Q4,Spergula arvensis,NA
may,b,4,Q4,Stellaria graminea,NA
may,b,4,Q4,Taraxacum officinale,NA
may,b,4,Q4,Tripleurospermum inodorum,NA
may,b,4,Q4,Veronica arvensis,NA
may,b,4,Q4,Veronica persica,1
may,b,4,Q4,Viola arvensis,NA
may,b,4,Q4,Vulpia myuros,NA
may,b,4,Q5,Achillea millefolium,NA
may,b,4,Q5,Agrostis gigantea,89
may,b,4,Q5,Anagallis arvensis,NA
may,b,4,Q5,Anchusa arvensis,3
may,b,4,Q5,Anisantha sterilis,72
may,b,4,Q5,Aphanes australis,NA
may,b,4,Q5,Artemesia vulgaris,NA
may,b,4,Q5,Bromus hordaceus,NA
may,b,4,Q5,Cerastium glomeratun,NA
may,b,4,Q5,Chenopodium album,NA
may,b,4,Q5,Cirsium arvense,NA
may,b,4,Q5,Conyza canadensis,NA
may,b,4,Q5,Crepis capillaris,NA
may,b,4,Q5,Crepis paludos,NA
may,b,4,Q5,Elytrigia repens,17
may,b,4,Q5,Epilobium ciliatum,NA
may,b,4,Q5,Erodium cicutarium,6
may,b,4,Q5,Fallopia convolvulus,NA
may,b,4,Q5,Festuca rubra,NA
may,b,4,Q5,Geranium molle,1
may,b,4,Q5,Holcus mollis,NA
may,b,4,Q5,Hypochaeris radicata,NA
may,b,4,Q5,Lactuca serriola,NA
may,b,4,Q5,Medicago lupulina,NA
may,b,4,Q5,Myosotis arvensis,NA
may,b,4,Q5,Plantago lanceolata,NA
may,b,4,Q5,Polpaver dubium,NA
may,b,4,Q5,Raphanus raphanistrum,NA
may,b,4,Q5,Rumex acetosella,2
may,b,4,Q5,Rumex crispus,NA
may,b,4,Q5,Rumex obtusifolia,NA
may,b,4,Q5,Semecio jacobaea,NA
may,b,4,Q5,Sonchus asper,5
may,b,4,Q5,Spergula arvensis,6
may,b,4,Q5,Stellaria graminea,NA
may,b,4,Q5,Taraxacum officinale,1
may,b,4,Q5,Tripleurospermum inodorum,NA
may,b,4,Q5,Veronica arvensis,NA
may,b,4,Q5,Veronica persica,7
may,b,4,Q5,Viola arvensis,NA
may,b,4,Q5,Vulpia myuros,NA
march,b,5,Q1,Achillea millefolium,3
march,b,5,Q1,Agrostis gigantea,10
march,b,5,Q1,Anagallis arvensis,NA
march,b,5,Q1,Anchusa arvensis,NA
march,b,5,Q1,Anisantha sterilis,NA
march,b,5,Q1,Aphanes australis,NA
march,b,5,Q1,Artemesia vulgaris,18
march,b,5,Q1,Bromus hordaceus,NA
march,b,5,Q1,Cerastium glomeratun,NA
march,b,5,Q1,Chenopodium album,NA
march,b,5,Q1,Cirsium arvense,NA
march,b,5,Q1,Conyza canadensis,NA
march,b,5,Q1,Crepis capillaris,NA
march,b,5,Q1,Crepis paludos,NA
march,b,5,Q1,Elytrigia repens,NA
march,b,5,Q1,Epilobium ciliatum,NA
march,b,5,Q1,Erodium cicutarium,NA
march,b,5,Q1,Fallopia convolvulus,NA
march,b,5,Q1,Festuca rubra,NA
march,b,5,Q1,Geranium molle,NA
march,b,5,Q1,Holcus mollis,19
march,b,5,Q1,Hypochaeris radicata,NA
march,b,5,Q1,Lactuca serriola,NA
march,b,5,Q1,Medicago lupulina,2
march,b,5,Q1,Myosotis arvensis,NA
march,b,5,Q1,Plantago lanceolata,NA
march,b,5,Q1,Polpaver dubium,NA
march,b,5,Q1,Raphanus raphanistrum,NA
march,b,5,Q1,Rumex acetosella,NA
march,b,5,Q1,Rumex crispus,NA
march,b,5,Q1,Rumex obtusifolia,NA
march,b,5,Q1,Semecio jacobaea,NA
march,b,5,Q1,Sonchus asper,NA
march,b,5,Q1,Spergula arvensis,NA
march,b,5,Q1,Stellaria graminea,NA
march,b,5,Q1,Taraxacum officinale,NA
march,b,5,Q1,Tripleurospermum inodorum,NA
march,b,5,Q1,Veronica arvensis,NA
march,b,5,Q1,Veronica persica,NA
march,b,5,Q1,Viola arvensis,NA
march,b,5,Q1,Vulpia myuros,NA
march,b,5,Q2,Achillea millefolium,8
march,b,5,Q2,Agrostis gigantea,29
march,b,5,Q2,Anagallis arvensis,NA
march,b,5,Q2,Anchusa arvensis,NA
march,b,5,Q2,Anisantha sterilis,NA
march,b,5,Q2,Aphanes australis,NA
march,b,5,Q2,Artemesia vulgaris,15
march,b,5,Q2,Bromus hordaceus,NA
march,b,5,Q2,Cerastium glomeratun,NA
march,b,5,Q2,Chenopodium album,NA
march,b,5,Q2,Cirsium arvense,NA
march,b,5,Q2,Conyza canadensis,NA
march,b,5,Q2,Crepis capillaris,NA
march,b,5,Q2,Crepis paludos,NA
march,b,5,Q2,Elytrigia repens,NA
march,b,5,Q2,Epilobium ciliatum,NA
march,b,5,Q2,Erodium cicutarium,NA
march,b,5,Q2,Fallopia convolvulus,NA
march,b,5,Q2,Festuca rubra,NA
march,b,5,Q2,Geranium molle,NA
march,b,5,Q2,Holcus mollis,16
march,b,5,Q2,Hypochaeris radicata,NA
march,b,5,Q2,Lactuca serriola,NA
march,b,5,Q2,Medicago lupulina,NA
march,b,5,Q2,Myosotis arvensis,NA
march,b,5,Q2,Plantago lanceolata,NA
march,b,5,Q2,Polpaver dubium,NA
march,b,5,Q2,Raphanus raphanistrum,NA
march,b,5,Q2,Rumex acetosella,1
march,b,5,Q2,Rumex crispus,NA
march,b,5,Q2,Rumex obtusifolia,NA
march,b,5,Q2,Semecio jacobaea,NA
march,b,5,Q2,Sonchus asper,NA
march,b,5,Q2,Spergula arvensis,1
march,b,5,Q2,Stellaria graminea,NA
march,b,5,Q2,Taraxacum officinale,NA
march,b,5,Q2,Tripleurospermum inodorum,NA
march,b,5,Q2,Veronica arvensis,NA
march,b,5,Q2,Veronica persica,NA
march,b,5,Q2,Viola arvensis,2
march,b,5,Q2,Vulpia myuros,NA
march,b,5,Q3,Achillea millefolium,3
march,b,5,Q3,Agrostis gigantea,24
march,b,5,Q3,Anagallis arvensis,NA
march,b,5,Q3,Anchusa arvensis,NA
march,b,5,Q3,Anisantha sterilis,NA
march,b,5,Q3,Aphanes australis,NA
march,b,5,Q3,Artemesia vulgaris,18
march,b,5,Q3,Bromus hordaceus,NA
march,b,5,Q3,Cerastium glomeratun,NA
march,b,5,Q3,Chenopodium album,NA
march,b,5,Q3,Cirsium arvense,NA
march,b,5,Q3,Conyza canadensis,NA
march,b,5,Q3,Crepis capillaris,NA
march,b,5,Q3,Crepis paludos,NA
march,b,5,Q3,Elytrigia repens,2
march,b,5,Q3,Epilobium ciliatum,NA
march,b,5,Q3,Erodium cicutarium,NA
march,b,5,Q3,Fallopia convolvulus,NA
march,b,5,Q3,Festuca rubra,NA
march,b,5,Q3,Geranium molle,NA
march,b,5,Q3,Holcus mollis,5
march,b,5,Q3,Hypochaeris radicata,NA
march,b,5,Q3,Lactuca serriola,NA
march,b,5,Q3,Medicago lupulina,2
march,b,5,Q3,Myosotis arvensis,NA
march,b,5,Q3,Plantago lanceolata,NA
march,b,5,Q3,Polpaver dubium,NA
march,b,5,Q3,Raphanus raphanistrum,NA
march,b,5,Q3,Rumex acetosella,1
march,b,5,Q3,Rumex crispus,NA
march,b,5,Q3,Rumex obtusifolia,NA
march,b,5,Q3,Semecio jacobaea,NA
march,b,5,Q3,Sonchus asper,NA
march,b,5,Q3,Spergula arvensis,NA
march,b,5,Q3,Stellaria graminea,NA
march,b,5,Q3,Taraxacum officinale,NA
march,b,5,Q3,Tripleurospermum inodorum,NA
march,b,5,Q3,Veronica arvensis,NA
march,b,5,Q3,Veronica persica,1
march,b,5,Q3,Viola arvensis,NA
march,b,5,Q3,Vulpia myuros,NA
march,b,5,Q4,Achillea millefolium,7
march,b,5,Q4,Agrostis gigantea,24
march,b,5,Q4,Anagallis arvensis,NA
march,b,5,Q4,Anchusa arvensis,NA
march,b,5,Q4,Anisantha sterilis,NA
march,b,5,Q4,Aphanes australis,NA
march,b,5,Q4,Artemesia vulgaris,38
march,b,5,Q4,Bromus hordaceus,NA
march,b,5,Q4,Cerastium glomeratun,NA
march,b,5,Q4,Chenopodium album,NA
march,b,5,Q4,Cirsium arvense,NA
march,b,5,Q4,Conyza canadensis,NA
march,b,5,Q4,Crepis capillaris,NA
march,b,5,Q4,Crepis paludos,NA
march,b,5,Q4,Elytrigia repens,NA
march,b,5,Q4,Epilobium ciliatum,NA
march,b,5,Q4,Erodium cicutarium,NA
march,b,5,Q4,Fallopia convolvulus,NA
march,b,5,Q4,Festuca rubra,NA
march,b,5,Q4,Geranium molle,NA
march,b,5,Q4,Holcus mollis,11
march,b,5,Q4,Hypochaeris radicata,NA
march,b,5,Q4,Lactuca serriola,NA
march,b,5,Q4,Medicago lupulina,7
march,b,5,Q4,Myosotis arvensis,NA
march,b,5,Q4,Plantago lanceolata,NA
march,b,5,Q4,Polpaver dubium,NA
march,b,5,Q4,Raphanus raphanistrum,NA
march,b,5,Q4,Rumex acetosella,NA
march,b,5,Q4,Rumex crispus,NA
march,b,5,Q4,Rumex obtusifolia,NA
march,b,5,Q4,Semecio jacobaea,NA
march,b,5,Q4,Sonchus asper,NA
march,b,5,Q4,Spergula arvensis,NA
march,b,5,Q4,Stellaria graminea,NA
march,b,5,Q4,Taraxacum officinale,NA
march,b,5,Q4,Tripleurospermum inodorum,NA
march,b,5,Q4,Veronica arvensis,NA
march,b,5,Q4,Veronica persica,NA
march,b,5,Q4,Viola arvensis,16
march,b,5,Q4,Vulpia myuros,NA
march,b,5,Q5,Achillea millefolium,20
march,b,5,Q5,Agrostis gigantea,43
march,b,5,Q5,Anagallis arvensis,NA
march,b,5,Q5,Anchusa arvensis,NA
march,b,5,Q5,Anisantha sterilis,NA
march,b,5,Q5,Aphanes australis,NA
march,b,5,Q5,Artemesia vulgaris,14
march,b,5,Q5,Bromus hordaceus,NA
march,b,5,Q5,Cerastium glomeratun,NA
march,b,5,Q5,Chenopodium album,NA
march,b,5,Q5,Cirsium arvense,NA
march,b,5,Q5,Conyza canadensis,NA
march,b,5,Q5,Crepis capillaris,NA
march,b,5,Q5,Crepis paludos,NA
march,b,5,Q5,Elytrigia repens,NA
march,b,5,Q5,Epilobium ciliatum,2
march,b,5,Q5,Erodium cicutarium,NA
march,b,5,Q5,Fallopia convolvulus,NA
march,b,5,Q5,Festuca rubra,NA
march,b,5,Q5,Geranium molle,NA
march,b,5,Q5,Holcus mollis,38
march,b,5,Q5,Hypochaeris radicata,NA
march,b,5,Q5,Lactuca serriola,NA
march,b,5,Q5,Medicago lupulina,NA
march,b,5,Q5,Myosotis arvensis,NA
march,b,5,Q5,Plantago lanceolata,NA
march,b,5,Q5,Polpaver dubium,NA
march,b,5,Q5,Raphanus raphanistrum,NA
march,b,5,Q5,Rumex acetosella,3
march,b,5,Q5,Rumex crispus,NA
march,b,5,Q5,Rumex obtusifolia,NA
march,b,5,Q5,Semecio jacobaea,NA
march,b,5,Q5,Sonchus asper,NA
march,b,5,Q5,Spergula arvensis,NA
march,b,5,Q5,Stellaria graminea,NA
march,b,5,Q5,Taraxacum officinale,NA
march,b,5,Q5,Tripleurospermum inodorum,NA
march,b,5,Q5,Veronica arvensis,NA
march,b,5,Q5,Veronica persica,NA
march,b,5,Q5,Viola arvensis,NA
march,b,5,Q5,Vulpia myuros,NA
october,b,6,Q1,Achillea millefolium,1
october,b,6,Q1,Agrostis gigantea,143
october,b,6,Q1,Anagallis arvensis,NA
october,b,6,Q1,Anchusa arvensis,NA
october,b,6,Q1,Anisantha sterilis,1
october,b,6,Q1,Aphanes australis,NA
october,b,6,Q1,Artemesia vulgaris,NA
october,b,6,Q1,Bromus hordaceus,NA
october,b,6,Q1,Cerastium glomeratun,1
october,b,6,Q1,Chenopodium album,NA
october,b,6,Q1,Cirsium arvense,NA
october,b,6,Q1,Conyza canadensis,NA
october,b,6,Q1,Crepis capillaris,NA
october,b,6,Q1,Crepis paludos,NA
october,b,6,Q1,Elytrigia repens,NA
october,b,6,Q1,Epilobium ciliatum,1
october,b,6,Q1,Erodium cicutarium,NA
october,b,6,Q1,Fallopia convolvulus,5
october,b,6,Q1,Festuca rubra,NA
october,b,6,Q1,Geranium molle,NA
october,b,6,Q1,Holcus mollis,75
october,b,6,Q1,Hypochaeris radicata,NA
october,b,6,Q1,Lactuca serriola,NA
october,b,6,Q1,Medicago lupulina,NA
october,b,6,Q1,Myosotis arvensis,NA
october,b,6,Q1,Plantago lanceolata,NA
october,b,6,Q1,Polpaver dubium,NA
october,b,6,Q1,Raphanus raphanistrum,1
october,b,6,Q1,Rumex acetosella,NA
october,b,6,Q1,Rumex crispus,NA
october,b,6,Q1,Rumex obtusifolia,NA
october,b,6,Q1,Semecio jacobaea,NA
october,b,6,Q1,Sonchus asper,NA
october,b,6,Q1,Spergula arvensis,1
october,b,6,Q1,Stellaria graminea,NA
october,b,6,Q1,Taraxacum officinale,NA
october,b,6,Q1,Tripleurospermum inodorum,1
october,b,6,Q1,Veronica arvensis,NA
october,b,6,Q1,Veronica persica,NA
october,b,6,Q1,Viola arvensis,NA
october,b,6,Q1,Vulpia myuros,NA
october,b,6,Q2,Achillea millefolium,NA
october,b,6,Q2,Agrostis gigantea,39
october,b,6,Q2,Anagallis arvensis,NA
october,b,6,Q2,Anchusa arvensis,NA
october,b,6,Q2,Anisantha sterilis,NA
october,b,6,Q2,Aphanes australis,NA
october,b,6,Q2,Artemesia vulgaris,NA
october,b,6,Q2,Bromus hordaceus,NA
october,b,6,Q2,Cerastium glomeratun,NA
october,b,6,Q2,Chenopodium album,NA
october,b,6,Q2,Cirsium arvense,NA
october,b,6,Q2,Conyza canadensis,NA
october,b,6,Q2,Crepis capillaris,NA
october,b,6,Q2,Crepis paludos,NA
october,b,6,Q2,Elytrigia repens,NA
october,b,6,Q2,Epilobium ciliatum,NA
october,b,6,Q2,Erodium cicutarium,NA
october,b,6,Q2,Fallopia convolvulus,11
october,b,6,Q2,Festuca rubra,NA
october,b,6,Q2,Geranium molle,NA
october,b,6,Q2,Holcus mollis,129
october,b,6,Q2,Hypochaeris radicata,NA
october,b,6,Q2,Lactuca serriola,NA
october,b,6,Q2,Medicago lupulina,1
october,b,6,Q2,Myosotis arvensis,NA
october,b,6,Q2,Plantago lanceolata,1
october,b,6,Q2,Polpaver dubium,1
october,b,6,Q2,Raphanus raphanistrum,5
october,b,6,Q2,Rumex acetosella,27
october,b,6,Q2,Rumex crispus,NA
october,b,6,Q2,Rumex obtusifolia,NA
october,b,6,Q2,Semecio jacobaea,1
october,b,6,Q2,Sonchus asper,NA
october,b,6,Q2,Spergula arvensis,1
october,b,6,Q2,Stellaria graminea,NA
october,b,6,Q2,Taraxacum officinale,NA
october,b,6,Q2,Tripleurospermum inodorum,1
october,b,6,Q2,Veronica arvensis,NA
october,b,6,Q2,Veronica persica,NA
october,b,6,Q2,Viola arvensis,NA
october,b,6,Q2,Vulpia myuros,2
october,b,6,Q3,Achillea millefolium,3
october,b,6,Q3,Agrostis gigantea,10
october,b,6,Q3,Anagallis arvensis,NA
october,b,6,Q3,Anchusa arvensis,NA
october,b,6,Q3,Anisantha sterilis,NA
october,b,6,Q3,Aphanes australis,NA
october,b,6,Q3,Artemesia vulgaris,4
october,b,6,Q3,Bromus hordaceus,NA
october,b,6,Q3,Cerastium glomeratun,NA
october,b,6,Q3,Chenopodium album,NA
october,b,6,Q3,Cirsium arvense,NA
october,b,6,Q3,Conyza canadensis,NA
october,b,6,Q3,Crepis capillaris,NA
october,b,6,Q3,Crepis paludos,NA
october,b,6,Q3,Elytrigia repens,NA
october,b,6,Q3,Epilobium ciliatum,1
october,b,6,Q3,Erodium cicutarium,NA
october,b,6,Q3,Fallopia convolvulus,5
october,b,6,Q3,Festuca rubra,NA
october,b,6,Q3,Geranium molle,NA
october,b,6,Q3,Holcus mollis,123
october,b,6,Q3,Hypochaeris radicata,NA
october,b,6,Q3,Lactuca serriola,NA
october,b,6,Q3,Medicago lupulina,3
october,b,6,Q3,Myosotis arvensis,3
october,b,6,Q3,Plantago lanceolata,NA
october,b,6,Q3,Polpaver dubium,1
october,b,6,Q3,Raphanus raphanistrum,2
october,b,6,Q3,Rumex acetosella,7
october,b,6,Q3,Rumex crispus,NA
october,b,6,Q3,Rumex obtusifolia,NA
october,b,6,Q3,Semecio jacobaea,NA
october,b,6,Q3,Sonchus asper,NA
october,b,6,Q3,Spergula arvensis,1
october,b,6,Q3,Stellaria graminea,NA
october,b,6,Q3,Taraxacum officinale,1
october,b,6,Q3,Tripleurospermum inodorum,NA
october,b,6,Q3,Veronica arvensis,NA
october,b,6,Q3,Veronica persica,NA
october,b,6,Q3,Viola arvensis,NA
october,b,6,Q3,Vulpia myuros,NA
october,b,6,Q4,Achillea millefolium,1
october,b,6,Q4,Agrostis gigantea,67
october,b,6,Q4,Anagallis arvensis,NA
october,b,6,Q4,Anchusa arvensis,NA
october,b,6,Q4,Anisantha sterilis,NA
october,b,6,Q4,Aphanes australis,NA
october,b,6,Q4,Artemesia vulgaris,NA
october,b,6,Q4,Bromus hordaceus,NA
october,b,6,Q4,Cerastium glomeratun,NA
october,b,6,Q4,Chenopodium album,NA
october,b,6,Q4,Cirsium arvense,NA
october,b,6,Q4,Conyza canadensis,NA
october,b,6,Q4,Crepis capillaris,NA
october,b,6,Q4,Crepis paludos,NA
october,b,6,Q4,Elytrigia repens,NA
october,b,6,Q4,Epilobium ciliatum,NA
october,b,6,Q4,Erodium cicutarium,NA
october,b,6,Q4,Fallopia convolvulus,15
october,b,6,Q4,Festuca rubra,NA
october,b,6,Q4,Geranium molle,NA
october,b,6,Q4,Holcus mollis,51
october,b,6,Q4,Hypochaeris radicata,NA
october,b,6,Q4,Lactuca serriola,NA
october,b,6,Q4,Medicago lupulina,3
october,b,6,Q4,Myosotis arvensis,NA
october,b,6,Q4,Plantago lanceolata,NA
october,b,6,Q4,Polpaver dubium,NA
october,b,6,Q4,Raphanus raphanistrum,NA
october,b,6,Q4,Rumex acetosella,6
october,b,6,Q4,Rumex crispus,NA
october,b,6,Q4,Rumex obtusifolia,NA
october,b,6,Q4,Semecio jacobaea,NA
october,b,6,Q4,Sonchus asper,NA
october,b,6,Q4,Spergula arvensis,NA
october,b,6,Q4,Stellaria graminea,NA
october,b,6,Q4,Taraxacum officinale,NA
october,b,6,Q4,Tripleurospermum inodorum,NA
october,b,6,Q4,Veronica arvensis,NA
october,b,6,Q4,Veronica persica,NA
october,b,6,Q4,Viola arvensis,NA
october,b,6,Q4,Vulpia myuros,NA
march,c,7,Q1,Achillea millefolium,24
march,c,7,Q1,Agrostis gigantea,62
march,c,7,Q1,Anagallis arvensis,NA
march,c,7,Q1,Anchusa arvensis,NA
march,c,7,Q1,Anisantha sterilis,NA
march,c,7,Q1,Aphanes australis,NA
march,c,7,Q1,Artemesia vulgaris,40
march,c,7,Q1,Bromus hordaceus,NA
march,c,7,Q1,Cerastium glomeratun,NA
march,c,7,Q1,Chenopodium album,NA
march,c,7,Q1,Cirsium arvense,NA
march,c,7,Q1,Conyza canadensis,NA
march,c,7,Q1,Crepis capillaris,NA
march,c,7,Q1,Crepis paludos,NA
march,c,7,Q1,Elytrigia repens,NA
march,c,7,Q1,Epilobium ciliatum,NA
march,c,7,Q1,Erodium cicutarium,NA
march,c,7,Q1,Fallopia convolvulus,NA
march,c,7,Q1,Festuca rubra,NA
march,c,7,Q1,Geranium molle,NA
march,c,7,Q1,Holcus mollis,28
march,c,7,Q1,Hypochaeris radicata,NA
march,c,7,Q1,Lactuca serriola,NA
march,c,7,Q1,Medicago lupulina,2
march,c,7,Q1,Myosotis arvensis,NA
march,c,7,Q1,Plantago lanceolata,6
